id_mesure,id_capteur,date_heure_mesure,valeur_mesuree,unite_mesure,qualite
169,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 11:57:25,58.31,µg/m³,mauvaise
170,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 12:27:25,41.44,µg/m³,moyenne
171,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 12:57:25,41.23,µg/m³,moyenne
172,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 13:27:25,25.08,µg/m³,bonne
173,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 13:57:25,69.84,µg/m³,mauvaise
174,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 14:27:25,84.09,µg/m³,mauvaise
175,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 14:57:25,38.02,µg/m³,moyenne
176,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 15:27:25,18.34,µg/m³,bonne
177,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 15:57:25,32.56,µg/m³,bonne
178,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 16:27:25,56.78,µg/m³,mauvaise
179,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 16:57:25,68.32,µg/m³,mauvaise
180,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 17:27:25,81.32,µg/m³,mauvaise
181,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 17:57:25,80.28,µg/m³,mauvaise
182,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 18:27:25,76.95,µg/m³,mauvaise
183,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 18:57:25,69.87,µg/m³,mauvaise
184,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 19:27:25,36.54,µg/m³,moyenne
185,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 19:57:25,76.35,µg/m³,mauvaise
186,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 20:27:25,69.78,µg/m³,mauvaise
187,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 20:57:25,32.58,µg/m³,bonne
188,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 21:27:25,77.35,µg/m³,mauvaise
189,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 21:57:25,56.88,µg/m³,mauvaise
190,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 22:27:25,74.87,µg/m³,mauvaise
191,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 22:57:25,19.34,µg/m³,bonne
192,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 23:27:25,56.69,µg/m³,mauvaise
193,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-10 23:57:25,18.62,µg/m³,bonne
194,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 00:27:25,27.02,µg/m³,bonne
195,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 00:57:25,80.03,µg/m³,mauvaise
196,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 01:27:25,60.79,µg/m³,mauvaise
197,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 01:57:25,21.53,µg/m³,bonne
198,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 02:27:25,57.54,µg/m³,mauvaise
199,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 02:57:25,18.68,µg/m³,bonne
200,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 03:27:25,41.25,µg/m³,moyenne
201,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 03:57:25,21.82,µg/m³,bonne
202,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 04:27:25,58.37,µg/m³,mauvaise
203,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 04:57:25,56.04,µg/m³,mauvaise
204,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 05:27:25,30.94,µg/m³,bonne
205,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 05:57:25,66.24,µg/m³,mauvaise
206,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 06:27:25,48.59,µg/m³,moyenne
207,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 06:57:25,75.5,µg/m³,mauvaise
208,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 07:27:25,43.24,µg/m³,moyenne
209,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 07:57:25,21.43,µg/m³,bonne
210,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 08:27:25,28.74,µg/m³,bonne
211,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 08:57:25,58.41,µg/m³,mauvaise
212,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 09:27:25,15.33,µg/m³,bonne
213,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 09:57:25,80.67,µg/m³,mauvaise
214,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 10:27:25,47.05,µg/m³,moyenne
215,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 10:57:25,44.84,µg/m³,moyenne
216,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 11:27:25,69.47,µg/m³,mauvaise
217,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 11:57:25,20.63,µg/m³,bonne
218,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 12:27:25,47.87,µg/m³,moyenne
219,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 12:57:25,51.46,µg/m³,moyenne
220,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 13:27:25,28.26,µg/m³,bonne
221,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 13:57:25,32.29,µg/m³,bonne
222,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 14:27:25,55.04,µg/m³,mauvaise
223,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 14:57:25,70.06,µg/m³,mauvaise
224,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 15:27:25,70.09,µg/m³,mauvaise
225,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 15:57:25,59.53,µg/m³,mauvaise
226,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 16:27:25,46.29,µg/m³,moyenne
227,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 16:57:25,38.96,µg/m³,moyenne
228,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 17:27:25,15.85,µg/m³,bonne
229,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 17:57:25,16.42,µg/m³,bonne
230,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 18:27:25,48.62,µg/m³,moyenne
231,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 18:57:25,55.06,µg/m³,mauvaise
232,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 19:27:25,80.21,µg/m³,mauvaise
233,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 19:57:25,68.9,µg/m³,mauvaise
234,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 20:27:25,80.53,µg/m³,mauvaise
235,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 20:57:25,20.93,µg/m³,bonne
236,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 21:27:25,43.87,µg/m³,moyenne
237,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 21:57:25,33.09,µg/m³,bonne
238,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 22:27:25,38.76,µg/m³,moyenne
239,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 22:57:25,44.44,µg/m³,moyenne
240,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 23:27:25,81.58,µg/m³,mauvaise
241,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-11 23:57:25,56.53,µg/m³,mauvaise
242,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 00:27:25,74.54,µg/m³,mauvaise
243,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 00:57:25,26.54,µg/m³,bonne
244,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 01:27:25,38.78,µg/m³,moyenne
245,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 01:57:25,51.57,µg/m³,moyenne
246,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 02:27:25,67.15,µg/m³,mauvaise
247,be180b99-c3ac-4036-9eb2-f3c24dace248,2025-12-12 02:57:25,66.51,µg/m³,mauvaise
